programming,maths,communication,logic,self_learning,projects_completed,years_experience,internships,gpa,career
63,62,80,69,1,2,0,1,8.6,Teacher
82,80,65,88,1,6,3,1,8.6,Software
60,61,81,72,1,1,0,0,8.6,Teacher
84,82,79,80,0,4,2,1,8.6,HR
59,70,86,66,0,2,0,0,8.6,Teacher
75,80,64,79,0,6,2,1,8.6,HR
58,72,85,68,0,3,0,1,8.6,Teacher
75,91,77,78,0,3,1,1,8.6,HR
76,80,60,80,0,4,2,1,8.6,HR
80,80,64,77,1,5,2,1,8.6,Software
51,66,87,69,0,3,1,0,8.6,Teacher
87,72,72,81,1,5,4,1,8.6,Software
91,79,63,79,1,6,2,1,8.6,Software
68,73,83,74,0,2,0,1,8.6,Teacher
83,81,67,81,1,3,3,1,8.6,HR
79,93,78,89,0,6,1,0,8.6,HR
72,90,64,83,0,5,3,0,8.6,HR
84,91,62,75,0,3,1,1,8.6,HR
70,83,68,75,0,6,2,1,8.6,HR
93,73,74,78,1,6,4,1,8.6,Software
81,87,63,84,1,4,2,0,8.6,HR
75,82,78,82,1,3,1,0,8.6,HR
87,86,56,89,1,5,1,1,8.6,Software
82,82,66,75,1,6,1,1,8.6,Software
90,74,63,77,1,4,3,1,8.6,Software
61,62,84,78,0,3,1,0,8.6,Teacher
77,89,78,75,0,6,3,0,8.6,Software
89,87,55,88,1,6,4,1,8.6,Software
85,74,56,83,1,5,1,1,8.6,Software
55,69,90,77,0,2,1,0,8.6,Teacher
83,87,72,76,1,7,2,1,8.6,Software
88,82,56,81,1,7,3,1,8.6,Software
60,75,91,70,1,3,1,0,8.6,Teacher
66,67,88,74,0,1,0,1,8.6,Teacher
85,80,55,83,1,5,4,1,8.6,Software
91,89,60,75,1,6,3,1,8.6,Software
78,80,62,89,1,6,2,0,8.6,HR
87,77,65,85,1,5,2,1,8.6,Software
53,62,88,78,0,2,1,1,8.6,Teacher
68,82,61,81,0,6,3,1,8.6,HR
68,86,62,84,1,5,2,0,8.6,HR
82,83,74,88,1,7,4,1,8.6,Teacher
79,92,78,83,1,3,3,1,8.6,HR
93,84,73,86,1,4,1,1,8.6,Software
93,82,56,76,1,7,1,1,8.6,Software
88,73,69,89,1,6,3,1,8.6,Software
69,68,80,74,0,3,0,0,8.6,Teacher
59,63,80,78,1,2,0,1,8.6,Teacher
80,79,71,75,1,5,2,1,8.6,Software
82,78,74,89,1,4,3,1,8.6,Software
79,91,75,78,0,3,1,0,8.6,Software
81,89,65,79,1,6,2,1,8.6,Software
80,85,64,79,0,6,3,1,8.6,HR
70,84,69,82,0,5,2,0,8.6,HR
84,84,66,75,1,4,3,1,8.6,HR
68,63,80,73,0,2,1,0,8.6,Teacher
89,77,65,85,1,5,4,1,8.6,Software
63,72,92,68,0,3,1,1,8.6,Teacher
60,67,90,67,0,2,0,1,8.6,Teacher
69,94,73,77,0,3,2,0,8.6,HR
92,83,56,79,1,5,1,1,8.6,Software
82,85,78,85,1,6,2,0,8.6,HR
66,86,79,82,1,6,2,1,8.6,HR
62,69,89,76,1,2,1,1,8.6,Teacher
85,71,60,77,1,7,2,1,8.6,Software
94,89,56,79,1,5,3,1,8.6,Software
57,66,90,73,1,2,0,0,8.6,Teacher
65,60,83,70,1,1,1,1,8.6,Teacher
68,77,84,71,0,3,1,0,8.6,Teacher
93,81,70,80,1,7,2,1,8.6,Software
55,66,81,74,1,2,0,0,8.6,Teacher
56,65,86,71,0,2,1,0,8.6,Teacher
72,87,75,86,0,4,2,1,8.6,HR
93,85,74,87,1,4,3,1,8.6,Software
78,89,75,80,0,6,2,1,8.6,HR
92,78,60,77,1,4,3,1,8.6,Software
74,84,73,84,0,3,1,1,8.6,HR
78,85,65,75,0,5,1,0,8.6,Software
70,81,66,76,0,5,1,0,8.6,HR
77,89,73,83,0,5,1,1,8.6,HR
85,73,59,81,1,5,1,1,8.6,Software
60,60,89,75,0,2,0,0,8.6,Teacher
69,69,92,67,0,3,1,1,8.6,Teacher
69,86,71,86,0,4,1,1,8.6,HR
81,92,65,82,1,4,3,0,8.6,HR
55,73,93,73,0,1,1,1,8.6,Teacher
64,75,90,72,1,3,0,0,8.6,Teacher
69,66,87,66,0,3,1,0,8.6,Teacher
72,83,78,81,1,4,1,0,8.6,HR
71,89,62,81,1,4,3,0,8.6,HR
50,62,84,73,1,1,1,0,8.6,Teacher
66,85,72,86,1,5,3,0,8.6,HR
59,67,81,71,1,3,1,0,8.6,Teacher
80,74,63,78,1,4,4,1,8.6,HR
57,67,87,78,1,1,1,1,8.6,Teacher
66,70,88,75,1,1,0,1,8.6,Teacher
56,77,89,73,1,2,1,1,8.6,Teacher
51,66,80,74,0,3,0,0,8.6,HR
64,61,87,67,0,1,1,0,8.6,Teacher
52,69,86,75,1,2,0,0,8.6,Teacher
50,72,94,74,1,3,1,0,8.6,HR
82,81,65,76,0,6,3,0,8.6,HR
84,81,62,89,1,6,2,1,8.6,HR
82,92,63,89,0,5,3,0,8.6,HR
65,72,84,72,1,1,0,1,8.6,Teacher
82,88,56,75,1,4,2,1,8.6,Software
70,84,63,86,1,6,2,0,8.6,HR
67,79,86,67,1,3,1,0,8.6,Teacher
82,74,70,77,1,6,1,1,8.6,Software
81,84,72,81,1,6,2,1,8.6,HR
64,63,94,78,1,3,0,1,8.6,Teacher
80,82,79,88,0,3,3,1,8.6,HR
64,73,82,75,0,3,0,1,8.6,Teacher
82,82,77,84,0,6,1,0,8.6,HR
77,92,68,78,1,3,1,1,8.6,HR
92,70,72,85,1,4,2,1,8.6,Software
91,78,62,76,1,5,2,1,8.6,Software
67,87,67,78,1,5,2,0,8.6,HR
59,69,92,76,0,3,1,0,8.6,Teacher
86,75,63,78,1,7,1,1,8.6,Teacher
82,88,69,83,0,3,2,0,8.6,Teacher
67,82,67,87,0,4,1,1,8.6,HR
64,75,92,73,1,1,1,0,8.6,Teacher
89,72,73,89,1,4,4,1,8.6,HR
63,73,80,70,1,3,1,1,8.6,Teacher
66,94,60,80,1,5,1,0,8.6,HR
65,85,60,89,1,4,3,0,8.6,HR
78,89,75,81,0,4,3,1,8.6,HR
90,71,70,75,1,4,2,1,8.6,Software
68,81,63,79,0,4,2,1,8.6,HR
80,83,65,83,1,6,2,0,8.6,HR
81,79,67,75,1,5,2,1,8.6,Software
87,70,59,89,1,5,2,1,8.6,Software
67,84,72,87,0,6,1,0,8.6,HR
82,93,77,76,1,5,1,0,8.6,HR
86,85,59,86,1,7,1,1,8.6,Software
62,77,87,69,0,1,0,0,8.6,Teacher
58,79,80,70,0,1,1,1,8.6,Teacher
82,70,71,77,1,5,3,1,8.6,Software
80,79,57,87,1,5,3,1,8.6,Software
83,83,69,88,1,7,1,1,8.6,Software
82,78,69,80,1,7,4,1,8.6,Software
65,84,61,76,0,3,1,1,8.6,HR
54,70,80,76,0,1,1,0,8.6,Teacher
83,89,73,76,1,4,1,0,8.6,HR
76,84,61,79,0,6,3,0,8.6,HR
67,87,79,85,0,4,2,0,8.6,HR
70,82,61,76,1,6,1,0,8.6,HR
74,90,77,76,1,4,3,0,8.6,HR
92,82,67,76,1,4,4,1,8.6,Software
66,90,68,82,0,5,1,0,8.6,HR
82,74,62,82,1,7,4,1,8.6,HR
86,70,68,77,1,7,2,1,8.6,Software
71,81,61,78,0,3,1,0,8.6,HR
65,86,65,80,0,5,2,0,8.6,HR
54,75,83,76,1,1,0,1,8.6,Teacher
50,68,83,70,1,3,0,1,8.6,Teacher
82,89,65,85,1,5,1,1,8.6,Software
80,80,64,89,1,5,2,0,8.6,HR
73,89,78,82,1,4,1,0,8.6,HR
84,87,65,88,1,5,4,1,8.6,Software
80,83,64,76,1,6,3,1,8.6,Software
76,91,66,75,0,5,1,1,8.6,HR
70,82,66,80,0,6,2,1,8.6,HR
75,90,66,86,1,3,3,1,8.6,HR
93,77,68,85,1,6,4,1,8.6,Software
60,76,80,74,0,1,0,1,8.6,Teacher
78,88,61,89,1,6,3,1,8.6,HR
82,84,60,78,1,5,2,1,8.6,Software
65,85,66,89,1,3,1,0,8.6,HR
76,91,61,79,0,3,2,0,8.6,HR
89,84,70,80,1,7,4,1,8.6,Software
86,81,55,75,1,6,4,1,8.6,Software
63,77,92,76,0,1,0,0,8.6,Teacher
56,64,91,73,0,3,1,1,8.6,Teacher
90,84,72,87,1,4,1,1,8.6,Software
50,63,92,78,1,3,0,1,8.6,Teacher
67,71,91,65,1,1,1,1,8.6,Teacher
85,80,57,80,1,6,1,1,8.6,Software
57,62,89,73,1,1,0,1,8.6,HR
91,85,72,87,1,5,3,1,8.6,Software
58,79,85,66,1,3,1,1,8.6,Teacher
83,72,63,80,1,6,4,1,8.6,Software
80,70,69,75,1,6,2,1,8.6,Teacher
68,83,66,78,1,3,1,0,8.6,HR
76,94,69,84,0,5,1,1,8.6,HR
70,83,68,83,0,5,1,0,8.6,HR
94,74,65,80,1,5,4,1,8.6,Software
81,78,56,83,1,7,4,1,8.6,Software
82,81,64,78,0,4,3,0,8.6,HR
57,71,88,70,1,2,1,0,8.6,Teacher
90,75,69,88,1,5,4,1,8.6,Software
86,83,62,78,1,6,4,1,8.6,Software
90,85,71,79,1,7,3,1,8.6,Software
75,92,68,78,1,5,3,0,8.6,HR
60,61,84,78,0,3,1,1,8.6,Teacher
61,78,87,65,0,3,1,1,8.6,Teacher
81,76,64,84,1,5,1,1,8.6,Software
92,80,58,88,1,5,2,1,8.6,Software
92,75,55,80,1,4,1,1,8.6,Software
74,92,68,84,1,4,3,0,8.6,HR
69,63,92,79,1,3,1,1,8.6,Teacher
76,85,65,78,0,5,3,0,8.6,HR
91,87,63,75,1,4,4,1,8.6,Software
56,70,91,68,1,2,1,0,8.6,Teacher
56,67,86,78,1,2,1,0,8.6,Teacher
86,73,72,79,1,7,2,1,8.6,Software
81,85,78,88,1,6,1,0,8.6,HR
73,89,61,80,0,5,3,0,8.6,HR
57,61,87,65,0,3,0,0,8.6,Teacher
94,84,64,83,1,6,2,1,8.6,Teacher
61,62,92,79,1,1,0,0,8.6,Teacher
82,73,68,78,1,7,2,1,8.6,Software
89,73,62,75,1,6,3,1,8.6,Software
68,72,81,78,1,3,0,1,8.6,Teacher
87,76,56,86,1,7,1,1,8.6,Software
85,80,55,84,1,4,4,1,8.6,Software
68,80,65,88,0,6,2,0,8.6,HR
84,86,69,84,1,6,3,1,8.6,Software
92,82,56,88,1,6,2,1,8.6,Software
89,85,58,85,1,5,2,1,8.6,Software
54,62,83,65,1,1,1,1,8.6,Teacher
76,90,76,78,0,5,3,1,8.6,HR
78,93,79,87,0,6,3,0,8.6,HR
90,72,57,81,1,5,1,1,8.6,Software
70,81,67,75,0,6,3,1,8.6,HR
83,89,62,82,1,4,3,0,8.6,HR
91,87,62,85,1,6,1,1,8.6,Software
71,80,69,87,1,6,1,0,8.6,HR
92,81,63,78,1,6,4,1,8.6,Software
81,80,55,79,1,4,4,1,8.6,Software
78,91,69,78,0,4,3,0,8.6,HR
90,88,69,85,1,6,1,1,8.6,Software
69,65,86,69,0,3,0,0,8.6,Teacher
77,90,77,81,0,3,1,0,8.6,HR
60,76,81,78,0,3,1,0,8.6,Teacher
56,78,93,79,1,1,0,0,8.6,Teacher
82,94,79,81,0,3,3,0,8.6,HR
92,80,66,77,1,6,1,1,8.6,Software
81,87,78,81,1,5,2,0,8.6,HR
92,73,59,84,1,5,3,1,8.6,Software
58,62,83,73,1,3,0,1,8.6,Teacher
79,94,67,81,0,5,3,1,8.6,HR
77,92,64,86,1,3,3,0,8.6,HR
76,90,75,88,1,4,3,1,8.6,HR
89,89,71,78,1,5,1,1,8.6,Software
66,74,88,78,1,1,0,1,8.6,Teacher
71,94,76,82,1,3,2,0,8.6,HR
68,80,68,78,1,6,2,0,8.6,HR
88,87,68,83,1,6,2,1,8.6,Software
91,86,64,89,1,5,3,1,8.6,Software
65,63,84,72,0,2,0,1,8.6,Teacher
86,80,69,76,1,4,3,1,8.6,Software
84,87,69,80,1,4,1,1,8.6,Software
80,75,56,87,1,4,3,1,8.6,Software
94,70,55,86,1,6,1,1,8.6,Software
53,75,93,71,1,2,1,1,8.6,Teacher
77,83,76,81,0,6,1,1,8.6,HR
64,60,87,68,0,1,0,0,8.6,Teacher
80,81,67,81,0,4,3,1,8.6,HR
50,79,83,72,1,1,1,1,8.6,Teacher
86,86,64,89,1,7,2,1,8.6,Software
84,87,70,82,1,4,4,1,8.6,Software
77,80,65,88,0,3,1,0,8.6,HR
85,78,67,83,1,6,1,1,8.6,Software
68,70,92,79,1,1,0,1,8.6,Teacher
84,85,70,88,1,6,3,1,8.6,Software
62,67,87,77,0,1,1,1,8.6,Teacher
72,91,62,79,0,6,3,1,8.6,HR
60,63,86,76,1,3,0,1,8.6,Teacher
51,77,84,76,1,3,1,0,8.6,Teacher
61,73,89,71,0,1,1,1,8.6,Teacher
55,72,84,66,1,1,1,1,8.6,Teacher
65,61,87,79,0,1,0,1,8.6,Teacher
67,75,90,74,0,2,0,0,8.6,Teacher
88,87,74,83,1,4,4,1,8.6,Software
67,92,66,83,1,5,3,0,8.6,HR
80,89,66,88,1,7,1,1,8.6,Software
74,85,64,78,1,6,3,1,8.6,HR
84,83,61,79,1,5,4,1,8.6,HR
89,79,56,83,1,7,4,1,8.6,Software
83,82,60,77,1,5,3,1,8.6,Software
84,71,58,75,1,5,3,1,8.6,Software
72,88,61,83,0,6,2,1,8.6,HR
90,85,59,89,1,6,4,1,8.6,Software
81,80,68,78,0,5,1,1,8.6,HR
67,70,94,69,1,1,1,1,8.6,Teacher
51,70,91,78,1,2,0,1,8.6,Teacher
63,75,80,66,0,1,1,1,8.6,Teacher
56,72,93,65,1,2,1,1,8.6,Teacher
74,93,74,79,1,5,3,0,8.6,HR
67,82,75,77,1,6,2,1,8.6,HR
84,84,62,79,1,4,2,1,8.6,Teacher
83,89,72,89,1,3,2,1,8.6,HR
63,77,92,79,0,2,0,1,8.6,Teacher
85,82,64,86,1,4,2,1,8.6,Teacher
65,62,89,72,0,2,1,0,8.6,Teacher
70,89,68,83,1,5,2,1,8.6,HR
78,80,77,87,1,3,1,0,8.6,Teacher
83,85,60,87,1,7,3,1,8.6,Software
67,81,66,83,1,6,1,0,8.6,HR
54,60,90,79,1,1,0,1,8.6,Teacher
83,82,75,79,1,3,2,0,8.6,HR
74,82,77,88,0,5,2,1,8.6,HR
69,70,84,73,0,3,1,0,8.6,Teacher
54,65,82,65,0,2,1,0,8.6,Teacher
83,94,74,83,1,3,2,0,8.6,HR
77,83,62,86,1,6,3,1,8.6,HR
68,64,82,65,0,3,0,1,8.6,Teacher
92,82,62,76,1,5,2,1,8.6,Software
62,75,93,71,1,1,0,0,8.6,Teacher
52,63,92,71,1,1,0,0,8.6,Teacher
93,73,74,85,1,5,3,1,8.6,Software
83,84,61,89,0,5,2,0,8.6,HR
92,81,61,87,1,6,1,1,8.6,Software
78,87,65,83,1,6,3,1,8.6,HR
51,63,85,65,0,1,1,1,8.6,Teacher
65,86,67,79,1,6,3,0,8.6,HR
70,84,68,85,0,4,2,0,8.6,Teacher
84,89,79,85,1,4,1,0,8.6,HR
69,63,80,70,1,2,0,0,8.6,Teacher
78,89,66,81,1,3,2,0,8.6,HR
52,63,80,73,0,2,1,1,8.6,Teacher
64,64,87,78,1,1,0,0,8.6,Teacher
67,72,84,66,0,2,1,1,8.6,Teacher
92,71,62,79,1,5,3,1,8.6,Software
87,84,59,78,1,5,4,1,8.6,Software
94,88,66,76,1,7,2,1,8.6,Software
66,79,89,70,0,2,0,1,8.6,Teacher
65,77,92,75,0,3,1,0,8.6,Teacher
66,91,72,81,0,6,2,0,8.6,HR
63,66,89,71,1,2,0,1,8.6,Teacher
94,75,72,88,1,7,4,1,8.6,Software
68,85,73,83,0,3,1,1,8.6,HR
94,87,70,75,1,7,4,1,8.6,Teacher
92,80,58,84,1,7,2,1,8.6,Software
80,88,75,89,1,6,2,0,8.6,HR
76,82,67,81,1,5,2,0,8.6,Software
89,89,64,84,1,6,4,1,8.6,Software
66,88,73,78,0,3,3,0,8.6,HR
64,65,91,72,0,2,1,0,8.6,Teacher
70,81,60,85,0,6,3,0,8.6,HR
75,92,70,78,0,4,3,0,8.6,HR
93,87,61,79,1,7,3,1,8.6,Software
82,70,59,75,1,4,3,1,8.6,Software
65,66,83,78,0,3,0,0,8.6,HR
53,68,89,78,0,2,1,0,8.6,Teacher
59,73,89,74,1,1,0,0,8.6,Teacher
87,80,63,87,1,6,3,1,8.6,Software
76,88,68,78,1,3,2,1,8.6,HR
77,85,70,77,1,6,2,1,8.6,HR
63,73,88,73,1,1,0,1,8.6,Teacher
74,90,62,88,0,4,1,0,8.6,HR
55,65,81,70,0,3,1,1,8.6,Teacher
50,77,80,73,0,1,1,1,8.6,Teacher
57,66,94,69,0,1,0,0,8.6,Teacher
83,71,61,77,1,5,3,1,8.6,Software
67,76,91,74,1,3,1,0,8.6,Teacher
73,81,78,86,1,5,1,0,8.6,HR
87,76,71,78,1,6,4,1,8.6,Software
80,83,64,77,1,7,2,1,8.6,Software
92,75,59,75,1,6,2,1,8.6,Software
82,87,67,81,1,4,3,0,8.6,HR
63,78,89,69,1,3,1,0,8.6,Teacher
84,78,68,77,1,6,4,1,8.6,Software
56,75,92,71,1,2,1,1,8.6,Teacher
57,66,86,79,0,2,0,1,8.6,Teacher
71,81,70,85,0,6,2,1,8.6,HR
88,85,60,85,1,4,3,1,8.6,Software
93,71,73,76,1,6,3,1,8.6,Software
58,73,89,76,1,1,1,0,8.6,Teacher
81,77,57,81,1,4,3,1,8.6,Software
91,89,72,80,1,7,4,1,8.6,HR
94,87,67,78,1,4,4,1,8.6,Software
94,79,61,88,1,4,1,1,8.6,Software
74,93,67,84,1,6,1,0,8.6,HR
88,84,69,88,1,7,2,1,8.6,Software
56,73,85,79,1,1,0,0,8.6,Teacher
80,87,75,81,1,3,1,0,8.6,HR
88,86,74,83,1,4,1,1,8.6,Software
57,69,94,71,1,2,1,0,8.6,Teacher
56,74,80,65,0,2,0,1,8.6,Teacher
55,73,93,77,0,3,1,0,8.6,Teacher
84,77,58,76,1,6,4,1,8.6,Software
93,76,66,89,1,4,4,1,8.6,Software
82,89,74,84,0,4,1,1,8.6,HR
68,69,86,77,1,1,0,1,8.6,Teacher
80,73,64,75,1,6,4,1,8.6,Software
85,83,72,75,1,4,1,1,8.6,Software
82,85,61,89,1,4,1,1,8.6,Teacher
57,79,82,67,1,3,1,0,8.6,Teacher
61,77,88,67,1,3,1,1,8.6,Teacher
52,75,80,76,1,3,0,1,8.6,Teacher
80,86,71,82,1,7,3,1,8.6,Software
83,88,78,84,0,6,1,0,8.6,HR
88,88,68,77,1,6,2,1,8.6,Software
81,91,71,89,1,6,1,1,8.6,HR
80,87,69,75,1,4,2,1,8.6,Software
68,89,79,86,1,3,2,1,8.6,HR
80,81,67,87,1,3,1,0,8.6,HR
65,79,94,65,0,2,1,0,8.6,Teacher
91,73,66,79,1,5,1,1,8.6,Software
84,80,57,89,1,4,1,1,8.6,Software
81,90,73,77,0,5,1,1,8.6,HR
84,87,64,77,0,5,2,1,8.6,HR
84,83,74,80,1,3,3,0,8.6,HR
83,78,65,82,1,4,1,1,8.6,Software
80,85,73,89,1,7,1,1,8.6,Software
74,82,64,77,1,3,2,0,8.6,HR
83,92,60,76,0,6,3,0,8.6,HR
56,70,84,78,0,1,0,1,8.6,Teacher
86,70,73,87,1,5,4,1,8.6,Teacher
85,71,55,87,1,5,1,1,8.6,Software
66,93,77,84,0,5,3,1,8.6,HR
55,72,86,74,1,2,0,1,8.6,Teacher
91,89,70,87,1,5,4,1,8.6,Software
83,85,56,88,1,5,4,1,8.6,Software
86,83,63,76,1,7,3,1,8.6,Software
91,87,57,79,1,6,1,1,8.6,Teacher
60,72,82,77,1,1,1,0,8.6,Teacher
60,63,83,79,0,1,1,0,8.6,Teacher
62,61,93,68,0,1,1,0,8.6,Teacher
86,81,61,83,1,5,2,1,8.6,Software
75,87,68,77,1,3,1,1,8.6,HR
50,67,91,73,0,1,1,1,8.6,Teacher
94,70,69,77,1,4,2,1,8.6,Software
76,87,78,79,1,5,2,0,8.6,Teacher
88,74,71,80,1,4,3,1,8.6,Software
63,79,92,66,0,3,0,1,8.6,Teacher
84,80,73,80,1,4,1,1,8.6,Software
55,69,88,76,0,3,0,1,8.6,Teacher
62,61,89,67,0,2,1,0,8.6,Teacher
78,91,71,87,0,3,1,0,8.6,HR
90,82,68,82,1,7,3,1,8.6,Software
52,77,93,67,0,1,1,1,8.6,Teacher
91,87,55,83,1,7,3,1,8.6,Software
83,81,57,84,1,5,3,1,8.6,Software
91,72,65,82,1,4,2,1,8.6,Software
70,89,67,77,1,6,3,1,8.6,HR
87,88,61,89,1,5,4,1,8.6,Software
70,91,67,81,1,4,1,1,8.6,HR
84,81,62,80,1,7,2,1,8.6,Software
60,60,84,71,1,2,0,0,8.6,Teacher
76,85,60,88,0,5,1,1,8.6,HR
71,84,64,88,0,4,2,0,8.6,HR
80,73,73,83,1,4,2,1,8.6,Software
83,80,59,83,1,4,4,1,8.6,Software
80,84,64,77,1,3,3,0,8.6,HR
71,88,75,76,1,3,2,1,8.6,HR
63,60,87,74,1,3,1,0,8.6,HR
77,89,73,85,1,6,3,0,8.6,HR
84,82,61,79,1,3,1,1,8.6,Teacher
82,70,57,85,1,5,3,1,8.6,Software
51,71,90,78,0,1,1,1,8.6,Teacher
62,65,85,71,1,1,1,0,8.6,Teacher
67,91,72,86,0,3,2,0,8.6,HR
69,83,67,85,0,4,3,1,8.6,HR
68,89,72,78,1,5,2,0,8.6,HR
84,83,72,76,1,5,3,1,8.6,HR
75,83,74,80,1,3,2,1,8.6,HR
81,88,72,89,1,5,3,1,8.6,HR
72,80,74,75,1,5,1,0,8.6,HR
90,71,71,83,1,7,3,1,8.6,Software
93,86,56,80,1,7,2,1,8.6,Software
65,69,83,66,0,1,0,0,8.6,Teacher
90,85,57,75,1,6,4,1,8.6,Software
55,73,88,75,1,1,0,0,8.6,Teacher
90,74,55,76,1,4,3,1,8.6,Software
85,83,60,84,1,6,4,1,8.6,Software
77,93,68,77,1,4,3,0,8.6,HR
65,71,88,67,1,3,0,0,8.6,Teacher
82,82,62,88,1,5,1,1,8.6,HR
92,76,69,77,1,6,4,1,8.6,Software
68,77,91,71,0,2,1,0,8.6,Teacher
71,86,61,80,1,4,1,1,8.6,HR
88,76,56,89,1,4,1,1,8.6,Software
66,82,71,78,0,3,2,1,8.6,HR
84,92,69,76,0,3,3,0,8.6,HR
78,83,78,81,0,6,2,0,8.6,HR
62,78,89,69,0,1,1,1,8.6,Teacher
80,84,65,83,1,6,2,1,8.6,Software
84,81,73,76,0,4,1,1,8.6,HR
88,82,56,85,1,7,3,1,8.6,Software
50,75,82,71,0,2,0,1,8.6,Teacher
85,70,71,83,1,5,2,1,8.6,Software
51,63,80,79,0,1,1,0,8.6,Teacher
59,73,93,75,1,2,0,1,8.6,Teacher
57,66,89,73,1,3,0,0,8.6,Teacher
58,67,90,68,1,2,1,0,8.6,Teacher
81,80,60,83,1,7,3,1,8.6,Software
55,70,91,74,0,2,1,0,8.6,Teacher
91,81,66,84,1,7,3,1,8.6,Software
80,80,73,79,1,5,2,1,8.6,Software
82,82,60,89,1,3,1,0,8.6,HR
86,77,62,86,1,7,4,1,8.6,Software
92,80,69,76,1,5,3,1,8.6,Software
86,74,67,89,1,4,4,1,8.6,Software
55,63,82,78,1,2,0,0,8.6,Teacher
67,79,88,68,0,3,1,1,8.6,Teacher
77,89,75,78,0,6,1,0,8.6,HR
65,80,62,87,1,6,2,0,8.6,HR
87,86,72,76,1,7,4,1,8.6,Software
66,83,73,88,0,4,2,0,8.6,HR
50,64,88,77,1,1,0,0,8.6,Teacher
66,68,90,79,1,2,0,0,8.6,Teacher
69,89,68,85,1,6,2,1,8.6,HR
87,77,64,81,1,4,4,1,8.6,Software
81,85,74,87,0,5,1,1,8.6,HR
62,70,92,72,1,1,0,0,8.6,Teacher
81,88,60,79,1,3,1,0,8.6,HR
54,61,93,66,0,3,1,0,8.6,Teacher
57,61,83,72,1,2,0,0,8.6,Teacher
57,79,89,75,1,2,1,0,8.6,Teacher
81,90,61,84,1,6,1,0,8.6,HR
88,71,62,77,1,4,2,1,8.6,Software
85,80,58,75,1,6,4,1,8.6,Software
90,73,71,75,1,4,3,1,8.6,Software
60,78,94,72,1,1,1,1,8.6,Teacher
56,79,89,65,0,2,1,0,8.6,Software
58,63,84,69,1,2,1,0,8.6,Teacher
67,74,86,74,0,3,1,1,8.6,Teacher
65,94,67,86,0,6,1,1,8.6,Teacher
59,72,94,74,1,2,1,1,8.6,Teacher
86,78,60,88,1,5,2,1,8.6,Software
82,75,68,77,1,5,1,1,8.6,Software
88,84,74,76,1,4,1,1,8.6,Software
85,88,62,89,1,4,3,1,8.6,Software
67,92,79,78,1,3,1,1,8.6,HR
55,79,82,76,0,1,0,1,8.6,HR
83,89,65,88,0,3,2,1,8.6,HR
63,68,82,70,0,1,1,1,8.6,Teacher
54,79,93,75,1,2,0,1,8.6,Teacher
66,88,67,81,0,3,1,0,8.6,HR
66,93,62,79,1,5,3,0,8.6,HR
90,88,56,86,1,4,4,1,8.6,Software
74,90,70,82,0,5,3,0,8.6,HR
65,88,79,77,1,4,3,0,8.6,HR
80,84,67,89,1,4,3,1,8.6,Software
63,63,89,79,0,1,0,0,8.6,Teacher
72,88,66,86,1,6,3,1,8.6,HR
91,89,61,80,1,7,4,1,8.6,Software
51,66,92,73,0,2,0,1,8.6,Teacher
58,76,80,75,0,2,1,0,8.6,Teacher
80,80,65,82,1,5,3,1,8.6,Software
90,75,67,86,1,5,4,1,8.6,Software
70,82,67,89,1,3,1,0,8.6,HR
81,89,71,86,1,5,2,1,8.6,Software
63,63,84,65,0,1,1,0,8.6,Software
55,79,86,67,1,2,0,0,8.6,Teacher
89,78,63,75,1,4,1,1,8.6,Software
62,77,88,73,0,1,0,0,8.6,Teacher
60,63,81,71,0,2,0,1,8.6,Teacher
92,78,70,88,1,4,1,1,8.6,Software
84,82,74,86,1,7,4,1,8.6,Software
62,62,91,70,0,2,1,0,8.6,HR
69,88,62,75,1,3,2,1,8.6,HR
63,66,91,73,0,3,1,1,8.6,Teacher
80,88,69,87,1,6,3,1,8.6,Teacher
67,78,85,73,1,2,1,1,8.6,Teacher
65,83,73,81,1,6,2,0,8.6,HR
71,85,68,81,0,5,3,1,8.6,HR
52,78,87,68,1,3,0,0,8.6,Teacher
62,69,81,69,1,2,0,1,8.6,Teacher
56,65,87,77,0,2,0,1,8.6,Teacher
84,74,59,78,1,4,2,1,8.6,Software
89,84,68,84,1,4,2,1,8.6,Software
67,76,87,73,1,1,1,1,8.6,Teacher
84,87,70,88,1,7,1,1,8.6,Software
83,83,58,79,1,6,1,1,8.6,Software
91,84,70,78,1,5,4,1,8.6,Software
62,74,81,68,1,1,0,0,8.6,Teacher
83,80,62,89,0,3,2,1,8.6,Software
81,77,65,81,1,4,4,1,8.6,Software
59,62,92,76,0,2,0,0,8.6,Teacher
69,92,66,79,0,3,1,1,8.6,HR
67,70,94,76,1,1,0,0,8.6,Teacher
77,86,60,78,0,6,3,1,8.6,HR
61,67,94,67,1,1,1,1,8.6,Teacher
84,93,78,79,0,6,1,1,8.6,HR
84,75,70,84,1,7,4,1,8.6,HR
75,87,78,79,0,6,2,0,8.6,HR
92,87,57,78,1,6,1,1,8.6,Software
82,91,76,86,1,4,2,0,8.6,HR
73,90,72,87,0,6,3,1,8.6,HR
57,70,93,78,1,3,0,0,8.6,Teacher
65,94,63,84,0,4,3,1,8.6,HR
80,80,64,88,1,5,3,1,8.6,HR
86,78,68,80,1,5,1,1,8.6,Software
65,64,90,76,0,1,1,0,8.6,Teacher
52,64,85,66,1,1,1,0,8.6,Teacher
